Custid,Education,Marital_Status,Recency,MntMiniatures,MntPainting_Material,MntCard_Games,MntMagazines,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,DepVar,IMP_Income,_WARN_,IMP_MntBrandA__Material,IMP_MntScenario,campaign_acceptance,Childhome,Mnt,Frq,average_purchase,age,loyalty
140011925,Graduation,Married,53,0.4090909091,0.0454545455,0.3409090909,0.0681818182,0.0909090909,0.4545454545,0.1818181818,0.3636363636,6,0,0,36555,,0.2727272727,0.1363636364,0,0,44,11,4,53,27
140011934,Graduation,Together,72,0.5053304904,0.0362473348,0.3901918977,0.0213219616,0.2857142857,0.4285714286,0.1428571429,0.4285714286,4,0,0,72909,,0.1748400853,0.0469083156,1,1,469,21,22.333333333,67,28
140011937,Graduation,Single,3,0.6696588869,0.0403949731,0.2064631957,0.065529623,0.0454545455,0.3636363636,0.2727272727,0.3636363636,2,0,0,78018,,0.0718132855,0.0179533214,1,0,1114,22,50.636363636,33,28
140011949,Graduation,Single,54,0.0416666667,0.225,0.2666666667,0.1166666667,0.1428571429,0.5714285714,0.1428571429,0.2857142857,9,0,0,25431,,0.2333333333,0.35,0,1,120,14,8.5714285714,30,37
140011952,Graduation,Single,10,0.2857142857,0.0357142857,0.5,0.0119047619,0.1666666667,0.5,0.1666666667,0.3333333333,8,0,1,29317,,0.25,0.1666666667,0,1,84,12,7,31,43
140011958,2n Cycle,Divorced,83,0.4398242055,0.0730223124,0.3296146045,0.0439486139,0.0294117647,0.2647058824,0.3235294118,0.4117647059,2,0,1,96797,,0.0740365112,0.1135902637,4,0,2958,34,87,63,38
140011970,2n Cycle,Single,31,0.5769230769,0.1360505166,0.1119402985,0.0545350172,0,0.5,0.2857142857,0.2142857143,4,0,1,116385,,0,0.1205510907,1,0,1742,28,62.214285714,51,38
140011973,Basic,Single,13,0.0517241379,0.2931034483,0.2068965517,0.3103448276,0.2307692308,0.4615384615,0.2307692308,0.3076923077,7,0,0,21573,,0.2068965517,0.1379310345,0,1,58,13,4.4615384615,24,25
140011979,Graduation,Single,33,0.3924707919,0,0.552574643,0.0073561229,0.04,0.44,0.16,0.4,4,0,1,94579,,0,0.0475984422,1,0,2311,25,92.44,30,39
140011991,Graduation,Married,35,0.4444444444,0.1351351351,0.1846846847,0.0735735736,0.0833333333,0.375,0.1666666667,0.4583333333,4,0,0,73224,,0.0750750751,0.1621621622,0,1,666,24,27.75,42,29
140012012,2n Cycle,Together,36,0.2105263158,0.0567867036,0.5318559557,0.0817174515,0.0416666667,0.375,0.25,0.375,2,0,0,86184,,0.0581717452,0.1191135734,0,0,722,24,30.083333333,36,27
140012018,Graduation,Married,55,0.7876404494,0.0134831461,0.1808988764,0,0.1578947368,0.4210526316,0.2631578947,0.3157894737,9,0,0,63211,,0.0842696629,0.0179775281,0,1,890,19,46.842105263,61,34
140012024,Graduation,Together,51,0.14,0.22,0.22,0.22,0.2307692308,0.4615384615,0.2307692308,0.3076923077,7,0,0,16473,,0.2,0.2,0,1,50,13,3.8461538462,42,45
140012027,PhD,Single,26,0.6296296296,0.024691358,0.3333333333,0.012345679,0.1538461538,0.4615384615,0.2307692308,0.3076923077,8,0,0,39939,,0.1975308642,0,0,1,81,13,6.2307692308,38,32
140012039,Graduation,Married,37,0.327811245,0.0245983936,0.5993975904,0.0276104418,0,0.5,0.2222222222,0.2777777778,2,0,0,107559,,0.0336345382,0.0205823293,0,0,1992,18,110.66666667,54,31
140012045,Master,Married,88,0.6453055142,0.0253353204,0.2369597615,0.0238450075,0.24,0.48,0.16,0.36,5,0,0,89456,,0.0223546945,0.0685543964,0,1,671,25,26.84,46,38
140012063,2n Cycle,Single,92,0.140116764,0.0366972477,0.7673060884,0.0175145955,0.0333333333,0.2333333333,0.4333333333,0.3333333333,1,0,0,95763,,0.0325271059,0.0383653044,0,0,1199,30,39.966666667,21,40
140012066,Graduation,Married,52,0.3181818182,0.0909090909,0.4090909091,0.0909090909,0.0909090909,0.4545454545,0.2727272727,0.2727272727,4,0,0,35458,,0.6818181818,0.0909090909,1,1,22,11,2,44,33
140012075,Graduation,Together,77,0.4421965318,0.0462427746,0.3554913295,0,0.25,0.5416666667,0.125,0.3333333333,9,0,0,46382,,0.0101156069,0.1560693642,0,1,692,24,28.833333333,37,43
140012087,Graduation,Divorced,8,0.3795521985,0,0.4337739412,0.0542217426,0.1818181818,0.4545454545,0.1818181818,0.3636363636,6,0,0,22979,,0.1084434853,0.1324521176,0,1,18.44278607,11,1.6766169154,37,37
140012093,Graduation,Single,58,0.6064042695,0.0800533689,0.2401601067,0.0560373582,0.2592592593,0.5185185185,0.2962962963,0.1851851852,5,0,0,92031,,0.0573715811,0.0173448966,0,1,1499,27,55.518518519,46,31
140012102,Graduation,Together,91,0.567001675,0.0125628141,0.3484087102,0.0385259631,0.0909090909,0.4090909091,0.2727272727,0.3181818182,3,0,0,85508,,0.0896147404,0.0335008375,1,1,1194,22,54.272727273,41,27
140012123,Master,Widow,41,0.643877551,0,0.3040816327,0,0.0303030303,0.303030303,0.3333333333,0.3636363636,4,0,0,80263,,0.0341836735,0.0520408163,0,0,1960,33,59.393939394,73,35
140012153,Graduation,Single,77,0.53125,0.03125,0.359375,0.046875,0.2307692308,0.4615384615,0.2307692308,0.3076923077,7,0,0,46914,,0.1875,0.03125,0,1,64,13,4.9230769231,43,45
140012156,Graduation,Together,3,0.2,0.1,0.55,0.05,0.1818181818,0.4545454545,0.1818181818,0.3636363636,4,0,0,28996,,0.15,0.1,0,1,20,11,1.8181818182,48,31
140012168,2n Cycle,Married,50,0.523364486,0,0.2990654206,0.0280373832,0.2307692308,0.4615384615,0.1538461538,0.3846153846,8,0,0,47023,,0.2242990654,0.1495327103,0,1,107,13,8.2307692308,58,26
140012171,2n Cycle,Married,96,0.1818181818,0,0.7272727273,0.0909090909,0.1,0.4,0.2,0.4,2,0,0,45942,,0.1818181818,0,0,1,11,10,1.1,41,23
140012183,Graduation,Single,89,0.567322239,0.052193646,0.2745839637,0.0544629349,0.2083333333,0.5,0.2083333333,0.2916666667,6,0,0,76455,,0,0.0514372163,0,1,1322,24,55.083333333,59,34
140012204,Graduation,Married,21,0.4246231156,0.0242881072,0.4572864322,0.0150753769,0.0967741935,0.4193548387,0.2258064516,0.3548387097,7,0,0,79189,,0.0100502513,0.0787269682,0,1,1194,31,38.516129032,59,44
140012222,Basic,Single,88,0.3490909091,0.1221818182,0.4712727273,0.0225454545,0.0322580645,0.3225806452,0.3548387097,0.3225806452,2,0,1,106550,,0.0458181818,0.0349090909,2,0,1375,31,44.35483871,45,33
140012240,PhD,Divorced,45,0.9262295082,0,0.0737704918,0,0.16,0.4,0.16,0.44,5,0,0,63153,,0.0639344262,0,1,1,610,25,24.4,63,35
140012261,Basic,Together,53,0.3780381944,0.0724826389,0.4583333333,0.0434027778,0.04,0.32,0.24,0.44,2,0,0,88939,,0.09375,0.0477430556,1,0,2304,25,92.16,32,29
140012264,PhD,Married,69,0.5382059801,0.0764119601,0.2890365449,0.0299003322,0.1111111111,0.3333333333,0.2222222222,0.4444444444,2,0,0,70067,,0.0531561462,0.0664451827,0,1,301,18,16.722222222,60,29
140012282,PhD,Single,20,0.4323458767,0.0240192154,0.4895916733,0.0220176141,0.0357142857,0.3214285714,0.25,0.4285714286,2,0,1,106628,,0.0104083267,0.0320256205,1,0,2498,28,89.214285714,48,41
140012318,Master,Divorced,2,0.3333333333,0.0980392157,0.3333333333,0.0784313725,0.1818181818,0.4545454545,0.1818181818,0.3636363636,6,0,0,43575,,0,0.1568627451,0,1,51,11,4.6363636364,50,27
140012333,Master,Married,72,0.6551724138,0.0381773399,0.2352216749,0.0221674877,0,0.4444444444,0.2222222222,0.3333333333,1,0,0,103896,,0.0320197044,0.0492610837,1,0,812,18,45.111111111,27,39
140012360,2n Cycle,Single,61,0.0434782609,0,0.3913043478,0.2173913043,0.1,0.5,0.2,0.3,9,0,0,18075,,0.1739130435,0.347826087,0,1,23,10,2.3,34,44
140012363,Graduation,Single,14,0.4402332362,0.0602526725,0.3906705539,0.029154519,0.1034482759,0.4137931034,0.1379310345,0.4482758621,6,0,0,73937,,0.0204081633,0.0796890185,0,1,1029,29,35.482758621,53,40
140012372,Basic,Widow,25,0.025,0.35,0.2,0.125,0.0833333333,0.5,0.25,0.25,7,0,0,9000,,0.6,0.3,0,0,40,12,3.3333333333,49,28
140012375,Graduation,Together,29,0.486882716,0.050154321,0.2770061728,0.0686728395,0.0606060606,0.303030303,0.303030303,0.3939393939,3,0,0,92671,,0.0216049383,0.1172839506,0,1,1296,33,39.272727273,64,27
140012378,Graduation,Together,13,0.4491803279,0.0491803279,0.4590163934,0.0295081967,0.2222222222,0.5555555556,0.1666666667,0.2777777778,9,0,1,45837,,0.0950819672,0.0131147541,0,1,305,18,16.944444444,32,39
140012387,Basic,Single,97,0.2802056555,0.0205655527,0.5244215938,0.0411311054,0.3157894737,0.4210526316,0.1578947368,0.4210526316,5,0,0,49343,,0.5424164524,0.1336760925,0,1,389,19,20.473684211,50,36
140012396,Basic,Married,18,0.1804123711,0.2087628866,0.4226804124,0.1417525773,0.1052631579,0.4210526316,0.1578947368,0.4210526316,5,0,0,65052,,0.1520618557,0.0463917526,0,1,388,19,20.421052632,35,36
140012423,Graduation,Divorced,24,0.7214953271,0.0130841121,0.2299065421,0,0.064516129,0.4516129032,0.1935483871,0.3548387097,7,0,0,61730,,0.0588785047,0.0355140187,0,0,1070,31,34.516129032,61,27
140012444,2n Cycle,Widow,46,0.3895297249,0.1304347826,0.2502218279,0.0718722272,0.1,0.4,0.2,0.4,4,0,0,84751,,0.2590949423,0.1579414374,1,1,1127,30,37.566666667,64,36
140012456,Graduation,Married,56,0.1176470588,0.1764705882,0.1764705882,0.1764705882,0.1,0.5,0.2,0.3,7,0,0,13396,,0.2352941176,0.3529411765,0,0,17,10,1.7,70,31
140012459,Graduation,Married,54,0.8460431655,0,0.128057554,0.0086330935,0.1538461538,0.5769230769,0.1153846154,0.3076923077,8,0,0,72366,,0.073381295,0.0172661871,0,1,695,26,26.730769231,50,32
140012468,2n Cycle,Together,88,0.3613861386,0.1707920792,0.3991336634,0.0340346535,0.0333333333,0.5,0.3333333333,0.1666666667,7,0,0,79974,,0.021039604,0.0346534653,1,0,1616,30,53.866666667,62,44
140012474,Graduation,Married,79,0.3524229075,0.0484581498,0.5242290749,0.0484581498,0.25,0.4375,0.25,0.3125,6,0,0,58803,,0.4317180617,0.0264317181,1,1,227,16,14.1875,52,33
140012477,Graduation,Single,21,0.2407407407,0.0925925926,0.5555555556,0,0.0833333333,0.5,0.1666666667,0.3333333333,5,0,0,37087,,0.1111111111,0.1111111111,0,1,54,12,4.5,38,27
140012549,Master,Together,11,0.5062743401,0.0125486802,0.3855473821,0.0298572047,0.0769230769,0.2307692308,0.2692307692,0.5,6,0,0,94743,,0.0757247945,0.0657723929,0,1,2311,26,88.884615385,54,44
140012567,Graduation,Together,53,0.275862069,0.0862068966,0.4655172414,0.0344827586,0.2857142857,0.5,0.2142857143,0.2857142857,6,0,0,26122,,0.2586206897,0.1379310345,0,1,58,14,4.1428571429,44,23
140012570,Graduation,Single,48,0.6079734219,0.0265780731,0.3255813953,0.0066445183,0.2777777778,0.5,0.2222222222,0.2777777778,9,0,0,53120,,0.2126245847,0.0332225914,0,1,301,18,16.722222222,59,39
140012582,Graduation,Married,48,0.1363636364,0.3484848485,0.2727272727,0.1818181818,0.0833333333,0.5,0.25,0.25,6,0,0,42175,,0.7424242424,0.0606060606,0,0,66,12,5.5,47,33
140012585,Graduation,Single,68,0.125,0.125,0.5625,0.0625,0.1,0.5,0.2,0.3,6,0,0,48295,,0.125,0.125,0,1,16,10,1.6,34,41
140012603,Graduation,Together,66,0.2517591869,0.077404222,0.2885066458,0.086786552,0.0476190476,0.3333333333,0.2857142857,0.380952381,0,1,0,102888,,0.0383111806,0.2955433933,0,0,1279,21,60.904761905,26,25
140012609,Graduation,Together,6,0.5894279508,0.0391020999,0.2903692976,0.0637219406,0.0571428571,0.4285714286,0.1714285714,0.4,6,0,0,86921,,0.0267921796,0.0173787111,0,1,1381,35,39.457142857,43,44
140012666,Graduation,Single,19,0.3333333333,0.2,0.2,0.0666666667,0.25,0.4166666667,0.25,0.3333333333,7,0,0,20232,,0.6333333333,0.2,0,1,30,12,2.5,48,44
140012672,Graduation,Married,12,0.6568154403,0.0398069964,0.2261761158,0.0241254524,0.0344827586,0.4482758621,0.2413793103,0.3103448276,5,0,0,91013,,0.0349819059,0.0530759952,1,0,1658,29,57.172413793,42,28
140012687,2n Cycle,Married,13,0.1851851852,0.0925925926,0.537037037,0.0740740741,0.0909090909,0.5454545455,0.1818181818,0.2727272727,9,0,1,44213,,0.1296296296,0.1111111111,0,1,54,11,4.9090909091,34,38
140012690,Graduation,Together,68,0.5994065282,0.0089020772,0.3560830861,0.0059347181,0.3684210526,0.4210526316,0.1578947368,0.4210526316,6,0,0,51751,,0.2522255193,0.0296735905,0,1,337,19,17.736842105,53,44
140012708,Graduation,Widow,97,0.6304909561,0.023255814,0.3074935401,0.023255814,0.3,0.5,0.15,0.35,7,0,0,71312,,0.1162790698,0.015503876,0,1,387,20,19.35,54,35
140012714,Master,Married,74,0.4223602484,0.0227743271,0.4637681159,0.0289855072,0.0476190476,0.4285714286,0.1428571429,0.4285714286,2,0,0,78768,,0.1780538302,0.0621118012,0,0,483,21,23,42,26
140012717,Graduation,Single,41,0.881443299,0.0103092784,0.1030927835,0.0051546392,0.125,0.5,0.1875,0.3125,6,0,0,45162,,0.0773195876,0,0,1,194,16,12.125,43,33
140012720,Graduation,Together,92,0.347826087,0.115942029,0.3913043478,0.0579710145,0.0833333333,0.4166666667,0.25,0.3333333333,4,0,0,32141,,0.0434782609,0.0869565217,0,0,69,12,5.75,56,28
140012726,Graduation,Married,30,0.3723404255,0.0319148936,0.4414893617,0.0478723404,0.2,0.5333333333,0.2,0.2666666667,8,0,0,43567,,0.1276595745,0.1063829787,0,1,188,15,12.533333333,40,42
140012735,Graduation,Single,84,0.5531914894,0.0212765957,0.3829787234,0.0141843972,0.2142857143,0.5,0.2142857143,0.2857142857,8,0,0,51481,,0.5177304965,0.0283687943,1,1,141,14,10.071428571,45,27
140012744,Basic,Married,92,0.4193548387,0.0496277916,0.3101736973,0.1563275434,0.1,0.4,0.15,0.45,3,0,0,82829,,0.1563275434,0.064516129,0,1,403,20,20.15,63,31
140012753,Graduation,Married,90,0.4634146341,0,0.3658536585,0.0731707317,0.0909090909,0.4545454545,0.1818181818,0.3636363636,7,0,0,36272,,0.4146341463,0.0975609756,0,1,41,11,3.7272727273,35,43
140012756,2n Cycle,Single,77,0.1208530806,0.0971563981,0.5758293839,0.0639810427,0.1052631579,0.5263157895,0.1578947368,0.3157894737,7,0,0,48748,,0.0568720379,0.1421800948,0,0,422,19,22.210526316,31,38
140012768,PhD,Widow,12,0.6724137931,0.0344827586,0.2413793103,0.0172413793,0.0833333333,0.5,0.25,0.25,7,0,0,37952,,0.775862069,0.0344827586,1,1,58,12,4.8333333333,37,36
140012810,Graduation,Together,1,0.3723404255,0.0079787234,0.5239361702,0.0212765957,0.1578947368,0.6315789474,0.1052631579,0.2631578947,9,0,1,40466,,0.0505319149,0.0744680851,0,1,376,19,19.789473684,29,36
140012828,Basic,Together,94,0.8206751055,0.0126582278,0.141350211,0.0084388186,0.2,0.3,0.25,0.45,8,0,0,55874,,0.135021097,0.0168776371,1,1,948,20,47.4,41,37
140012840,2n Cycle,Married,69,0.4444444444,0.0476190476,0.3597883598,0.0211640212,0.2666666667,0.4,0.2,0.4,5,0,0,46681,,0.0899470899,0.126984127,0,1,189,15,12.6,42,41
140012846,2n Cycle,Married,49,0.0512820513,0.1538461538,0.358974359,0.1794871795,0.1818181818,0.4545454545,0.1818181818,0.3636363636,7,0,0,22929,,0.5384615385,0.2564102564,0,1,39,11,3.5454545455,44,33
140012864,Graduation,Married,69,0.3222871995,0.0584795322,0.530214425,0.0422352177,0.04,0.28,0.28,0.44,0,0,0,95916,,0.0103963613,0.0467836257,1,0,1539,25,61.56,61,27
140012873,Basic,Married,8,0.0416666667,0.4027777778,0.1527777778,0.375,0.2307692308,0.4615384615,0.1538461538,0.3846153846,7,0,0,19464,,0.3194444444,0.0277777778,0,1,72,13,5.5384615385,34,34
140012885,Graduation,Married,30,0.099378882,0.1304347826,0.3354037267,0.1614906832,0.2142857143,0.5714285714,0.2142857143,0.2142857143,9,0,0,27203,,0.3913043478,0.2732919255,0,1,161,14,11.5,44,36
140012894,Master,Single,9,0.3100848256,0.067860509,0.5329877474,0.0136663525,0.0322580645,0.2580645161,0.3870967742,0.3548387097,1,0,1,96945,,0.0169651272,0.0754005655,1,0,2122,31,68.451612903,70,28
140012906,Graduation,Single,95,0.5753424658,0,0.397260274,0,0.1666666667,0.5,0.1666666667,0.3333333333,6,0,0,61308,,0.2876712329,0.0273972603,0,1,73,12,6.0833333333,56,26
140012912,2n Cycle,Together,49,0.3206672845,0.0236329935,0.3985171455,0.0746061168,0,0.3333333333,0.3333333333,0.3333333333,2,0,0,105929,,0.0115848007,0.1825764597,1,0,2158,27,79.925925926,44,44
140012915,Master,Married,92,0.3276564235,0.0932987782,0.4209552018,0.0492410218,0.0344827586,0.275862069,0.3103448276,0.4137931034,1,0,0,95054,,0.0507219548,0.1088485746,0,0,2701,29,93.137931034,39,43
140012918,Graduation,Single,97,0.2424242424,0.1861471861,0.4415584416,0.012987013,0.05,0.4,0.15,0.45,5,0,0,40816,,0.0649350649,0.1168831169,0,0,462,20,23.1,25,43
140012924,Graduation,Married,59,0.4039087948,0.0684039088,0.3963083605,0.0076004343,0.1111111111,0.2592592593,0.3333333333,0.4074074074,2,0,0,75778,,0.1009771987,0.1237785016,0,1,921,27,34.111111111,52,34
140012933,Basic,Single,36,0.0833333333,0.2916666667,0.375,0.1666666667,0.1666666667,0.4166666667,0.25,0.3333333333,3,0,0,30268,,0.2291666667,0.0833333333,0,1,48,12,4,41,26
140012942,PhD,Divorced,37,0.248,0.0432,0.624,0.0272,0.04,0.36,0.32,0.32,2,0,1,101980,,0.0784,0.0576,3,0,625,25,25,43,25
140012954,Graduation,Single,31,0.3101265823,0.0632911392,0.5189873418,0.0949367089,0.1666666667,0.5,0.1666666667,0.3333333333,7,0,1,42746,,0.1835443038,0.0126582278,1,1,316,18,17.555555556,37,27
140012963,2n Cycle,Married,13,0.2328244275,0.1221374046,0.2061068702,0.0267175573,0.25,0.375,0.1875,0.4375,5,0,0,33841,,0.2251908397,0.4122137405,0,1,262,16,16.375,41,30
140012978,Master,Together,71,0.3889551053,0.0262216925,0.5574096146,0.0079459674,0.0322580645,0.3548387097,0.2258064516,0.4193548387,3,0,0,110989,,0.0115216528,0.0194676202,3,0,2517,31,81.193548387,46,36
140012981,Graduation,Together,38,0.4285714286,0,0.5714285714,0,0.1,0.5,0.2,0.3,7,0,0,33108,,0.1428571429,0,0,1,14,10,1.4,38,37
140012996,Graduation,Divorced,79,0.4544270833,0.0234375,0.33984375,0.0833333333,0.0769230769,0.3076923077,0.1923076923,0.5,3,0,0,69186,,0.12109375,0.0989583333,0,1,768,26,29.538461538,58,40
140013005,Graduation,Married,99,0.3879003559,0.0498220641,0.2775800712,0.1518386714,0.1111111111,0.4074074074,0.1851851852,0.4074074074,6,0,0,69521,,0.0865954923,0.1328588375,0,1,843,27,31.222222222,31,42
140013011,Master,Together,98,0.6417322835,0.0354330709,0.1968503937,0.0236220472,0.0588235294,0.3529411765,0.1764705882,0.4705882353,1,0,0,70887,,0.0669291339,0.1023622047,0,1,254,17,14.941176471,64,23
140013065,Graduation,Married,90,0.902173913,0,0.097826087,0,0.2307692308,0.4615384615,0.1538461538,0.3846153846,7,0,0,59383,,0.4565217391,0,0,1,92,13,7.0769230769,42,41
140013071,Basic,Married,64,0,0.1333333333,0.2444444444,0.1777777778,0.1666666667,0.5,0.1666666667,0.3333333333,6,0,0,24233,,0.4444444444,0.4444444444,0,1,45,12,3.75,40,41
140013077,2n Cycle,Married,31,0.1666666667,0.1666666667,0.3333333333,0,0.1,0.4,0.2,0.4,4,0,0,29123.727273,,0.1666666667,0.3333333333,0,0,18,10,1.8,69,24
140013080,Master,Married,37,0.7941176471,0,0.1764705882,0,0.0833333333,0.5,0.1666666667,0.3333333333,5,0,0,56979,,0.0441176471,0.0294117647,0,1,68,12,5.6666666667,62,28
140013104,Graduation,Married,6,0.2727272727,0.1636363636,0.3636363636,0.0909090909,0.1666666667,0.5,0.25,0.25,7,0,0,31890,,0.3454545455,0.1090909091,0,1,55,12,4.5833333333,36,40
140013107,Graduation,Married,24,0.4502721425,0.113805047,0.2919346858,0.0148441366,0.0666666667,0.3333333333,0.2,0.4666666667,1,0,0,74417,,0.1583374567,0.1291439881,0,1,202.1,15,13.473333333,55,29
140013134,Master,Divorced,33,0.75,0,0.25,0,0.1666666667,0.5,0.1666666667,0.3333333333,8,0,0,40898,,0.0333333333,0,0,1,60,12,5,52,38
140013137,Graduation,Married,73,0.3922018349,0.0114678899,0.4449541284,0.0412844037,0.2,0.5,0.15,0.35,7,0,0,48121,,0.1857798165,0.1100917431,0,1,436,20,21.8,45,43
140013143,Graduation,Together,73,0.3749147921,0.1404226312,0.3162917519,0.0279481936,0.0416666667,0.375,0.375,0.25,1,0,0,93239,,0.0390407139,0.1404226312,0,0,1467,24,61.125,28,24
140013146,2n Cycle,Married,45,0.1666666667,0.25,0.3333333333,0,0.1,0.4,0.2,0.4,5,0,0,49636,,0.0833333333,0.25,0,1,24,10,2.4,39,24
140013149,Graduation,Married,88,0.1655913978,0.1080645161,0.5301075269,0.0521505376,0.037037037,0.3333333333,0.2962962963,0.3703703704,3,0,0,82344,,0.0650537634,0.1440860215,0,0,1860,27,68.888888889,62,33
140013164,Basic,Together,4,0.0730688935,0.0480167015,0.3549060543,0.3444676409,0.2857142857,0.619047619,0.1904761905,0.1904761905,9,0,1,47668,,0.5302713987,0.1795407098,0,1,479,21,22.80952381,39,41
140013176,Graduation,Single,20,0.7880633374,0.0133982948,0.1814859927,0,0.1071428571,0.4285714286,0.25,0.3214285714,5,0,0,69813,,0.0353227771,0.0170523752,0,1,821,28,29.321428571,41,26
140013188,Master,Single,32,0.7887323944,0,0.2112676056,0,0.08,0.48,0.16,0.36,5,0,0,65062,,0.0610328638,0,1,1,639,25,25.56,59,26
140013194,Master,Married,3,0.6875,0,0.3125,0,0.1,0.5,0.2,0.3,5,0,0,55386,,0.1875,0,0,1,16,10,1.6,41,29
140013200,2n Cycle,Together,36,0.6375266525,0.0255863539,0.2260127932,0.0234541578,0.1578947368,0.3684210526,0.2631578947,0.3684210526,8,0,0,71771,,0.0682302772,0.0874200426,0,1,938,19,49.368421053,46,43
140013203,Graduation,Single,43,0.5808080808,0.0378787879,0.303030303,0.0631313131,0.05,0.4,0.15,0.45,5,0,0,54884,,0.0580808081,0.0151515152,0,0,396,20,19.8,66,30
140013215,Graduation,Married,25,0.8,0,0.2,0,0.1666666667,0.5,0.1666666667,0.3333333333,7,0,0,53562,,0.0571428571,0,0,1,70,12,5.8333333333,38,31
140013245,Basic,Together,82,0.064516129,0.064516129,0.1612903226,0.1290322581,0.1666666667,0.5,0.25,0.25,5,0,0,30927,,0.4838709677,0.5806451613,0,1,31,12,2.5833333333,38,23
140013251,Graduation,Married,34,0.4648602879,0.0355630821,0.3403895004,0.116850127,0.0384615385,0.3076923077,0.2692307692,0.4230769231,2,0,0,72430,,0.0423370025,0.0423370025,0,0,1181,26,45.423076923,24,36
140013266,Graduation,Single,61,0.8961038961,0.012987013,0.0714285714,0.0064935065,0.1333333333,0.4,0.2,0.4,4,0,0,51095,,0.0519480519,0.012987013,0,1,154,15,10.266666667,61,28
140013299,2n Cycle,Together,13,0.5556851312,0.050728863,0.2950437318,0.0309037901,0.1379310345,0.4482758621,0.3103448276,0.2413793103,5,0,1,85081,,0.089212828,0.067638484,1,1,1715,29,59.137931034,43,41
