Education,Marital_Status,MntMiniatures,MntPainting_Material,MntCard_Games,MntMagazines,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Complain,DepVar,_WARN_,IMP_MntBrandA__Material,IMP_MntScenario,Childhome,RANGE_Frq,RANGE_IMP_Income,RANGE_Mnt,RANGE_NumWebVisitsMonth,RANGE_Recency,RANGE_age,RANGE_average_purchase,RANGE_campaign_acceptance,RANGE_loyalty
Master,Together,0.7235772358,0.0243902439,0.2195121951,0.0162601626,0.1,0.45,0.2,0.35,0,0,,0.1761517615,0.0162601626,1,0.3333333333,0.4896612098,0.1107351584,0.4545454545,0.9797979798,0.3818181818,0.1264712947,0,0.4347826087
Graduation,Together,0.3461538462,0.1153846154,0.3846153846,0,0.2307692308,0.3846153846,0.2307692308,0.3846153846,0,0,,0.1538461538,0.1538461538,1,0.1,0.0556421255,0.0132266995,0.0909090909,0.1111111111,0.1454545455,0.0223396589,0,0.2608695652
Master,Married,0.3686176837,0.0709838107,0.4557907846,0.0572851806,0.0384615385,0.2692307692,0.1923076923,0.5384615385,0,0,,0.0734744707,0.0473225405,0,0.5333333333,0.6512562374,0.2442325438,0.2727272727,0.7272727273,0.1454545455,0.2160793806,0,0.0869565217
Graduation,Single,0.3355704698,0.0402684564,0.4429530201,0.0469798658,0.2142857143,0.5,0.2142857143,0.2857142857,0,1,,0.3758389262,0.1342281879,1,0.1333333333,0.3507397356,0.0430636727,0.4545454545,0.3232323232,0.3636363636,0.0702103565,0,0.5652173913
Graduation,Together,0.2256568779,0.1308603812,0.436888202,0.0324574961,0.0555555556,0.3333333333,0.2777777778,0.3888888889,0,0,,0.04688305,0.1741370428,0,0.2666666667,0.5852140418,0.5942786835,0.2727272727,0.6868686869,0.3454545455,0.7705981263,0.25,0.7391304348
Master,Single,0.9141104294,0,0.0858895706,0,0.1304347826,0.5217391304,0.1739130435,0.3043478261,0,0,,0.1145194274,0,1,0.4333333333,0.5090168957,0.1476468779,0.7272727273,0.6363636364,0.4363636364,0.146727381,0,0.1304347826
PhD,Married,0.6906906907,0.0405405405,0.1891891892,0.0255255255,0.12,0.36,0.16,0.48,0,0,,0.0705705706,0.0540540541,1,0.5,0.5985030202,0.2020916641,0.4545454545,0.2929292929,0.6,0.1854912323,0,0.8695652174
Graduation,Single,0.5443117536,0.0754242615,0.2866121936,0.0634820867,0.0476190476,0.380952381,0.380952381,0.2380952381,0,0,,0.0653676933,0.0301697046,0,0.3666666667,0.8242930929,0.4866195017,0.3636363636,0.4646464646,0.9272727273,0.5394804571,0.25,0.2173913043
Basic,Single,0.0566037736,0.1132075472,0.0943396226,0.2075471698,0.2857142857,0.5714285714,0.2142857143,0.2142857143,0,0,,0.6037735849,0.5283018868,1,0.1333333333,0.0132627156,0.0135342971,0.3636363636,0.9191919192,0.4545454545,0.0207954428,0,0.4782608696
Graduation,Married,0.462416746,0.0875356803,0.3653663178,0.0523311132,0.0666666667,0.3666666667,0.2666666667,0.3666666667,0,0,,0.0437678402,0.0323501427,1,0.6666666667,0.613700429,0.3205167641,0.6363636364,0.6565656566,0.5636363636,0.2459764593,0,0.2173913043
Basic,Together,0.2826086957,0.097826087,0.3586956522,0.0217391304,0.2307692308,0.4615384615,0.1538461538,0.3846153846,0,1,,0.25,0.2391304348,1,0.1,0.2919373194,0.025530606,0.3636363636,0,0.4181818182,0.0445130176,0,0.5652173913
2n Cycle,Divorced,0.2891237641,0.0797817934,0.4906239345,0.0340947835,0.0476190476,0.5238095238,0.1904761905,0.2857142857,0,1,,0.0395499489,0.1063757245,0,0.3666666667,0.9002538738,0.8994155644,0.6363636364,0.2929292929,0.3454545455,1,0.25,0.9565217391
Graduation,Married,0.2461538462,0.0769230769,0.5846153846,0.0615384615,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.2615384615,0.0307692308,1,0.0666666667,0.2485511687,0.0172254691,0.3636363636,0.595959596,0.3454545455,0.0325486428,0,0.3913043478
Graduation,Single,0.7649164678,0.0131264916,0.1503579952,0,0.1071428571,0.5,0.2142857143,0.2857142857,0,0,,0.0584725537,0.0715990453,1,0.6,0.5731769238,0.254998462,0.9090909091,0.1212121212,0.7636363636,0.2091898013,0.25,0.3913043478
Master,Together,0.2692307692,0.0641025641,0.6538461538,0.0128205128,0.2307692308,0.5384615385,0.1538461538,0.3076923077,0,0,,0.0256410256,0,1,0.1,0.2387113718,0.0212242387,0.3636363636,0.8484848485,0.7818181818,0.0367523421,0,0.3043478261
Master,Married,0.2729422895,0.0454115421,0.5799432356,0.04115421,0.0322580645,0.2580645161,0.3548387097,0.3870967742,0,0,,0.0591296121,0.0605487228,0,0.7,0.8513175173,0.6474930791,0.3636363636,0.5757575758,0.3090909091,0.4849402958,0.25,0.347826087
Graduation,Single,0.55,0.15,0.3,0,0.1,0.5,0.2,0.3,0,0,,0.1,0,1,0,0.3917097085,0.0033835743,0.1818181818,0.9696969697,0.4181818182,0.0079269757,0,0.3913043478
Graduation,Single,0.2858660999,0.1360255048,0.3953241233,0.0340063762,0.1111111111,0.3333333333,0.2222222222,0.4444444444,0,0,,0.0393198725,0.1487778959,1,0.5666666667,0.5466777554,0.2866810212,0.4545454545,0.4242424242,0.6,0.2446686417,0,0.6956521739
Graduation,Together,0.8706563707,0,0.1138996139,0,0.0434782609,0.4782608696,0.1304347826,0.3913043478,0,0,,0.0617760618,0.0154440154,0,0.4333333333,0.5078438239,0.1565672101,0.6363636364,0.1919191919,0.8727272727,0.1558136377,0,0.0434782609
2n Cycle,Single,0.7602905569,0.0278450363,0.1949152542,0.0169491525,0.1071428571,0.4285714286,0.1428571429,0.4285714286,0,0,,0.181598063,0,1,0.6,0.5050774753,0.2513072901,0.7272727273,0.6161616162,0.6545454545,0.2061013692,0,0.9130434783
Graduation,Married,0.7744680851,0,0.2085106383,0,0.0909090909,0.5,0.3181818182,0.1818181818,0,0,,0.1914893617,0.0170212766,1,0.4,0.4431585398,0.1418025223,0.6363636364,0.9494949495,0.8727272727,0.1474679536,0,0.7826086957
Basic,Single,0.2680901542,0.0106761566,0.5077105575,0.0759193357,0.3125,0.375,0.1875,0.4375,0,1,,0.3795966785,0.137603796,1,0.2,0.4227435875,0.2565364503,0.4545454545,0.7474747475,0.4363636364,0.3731984146,0.25,0.652173913
Basic,Single,0.0952380952,0.2142857143,0.2857142857,0.0714285714,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.1428571429,0.3333333333,0,0.0333333333,0.12498468,0.0101507229,0.3636363636,0.7070707071,0.2727272727,0.021029415,0,0.6956521739
Master,Divorced,0.6721311475,0,0.2786885246,0.0163934426,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.0491803279,0.0327868852,1,0.0666666667,0.3782018734,0.0159950784,0.1818181818,0.595959596,0.6909090909,0.0301465289,0,0
Graduation,Widow,0.476810415,0.0244100895,0.3213995118,0.0292921074,0.0625,0.40625,0.28125,0.3125,0,0,,0.0105777055,0.1480878763,1,0.7333333333,0.6568151974,0.375269148,0.8181818182,0.3333333333,0.7636363636,0.2702828489,0,0.3043478261
Graduation,Married,0.5714285714,0.0357142857,0.25,0,0.2857142857,0.4285714286,0.2142857143,0.3571428571,0,0,,0.2678571429,0.1428571429,1,0.1333333333,0.206049199,0.0144570901,0.1818181818,0.3535353535,0.6363636364,0.0223396589,0,0.347826087
Basic,Married,0.014084507,0.5492957746,0.1549295775,0.2253521127,0.2857142857,0.5,0.2857142857,0.2142857143,0,0,,0.7042253521,0.0563380282,0,0.1333333333,0.110268756,0.0190710551,0.3636363636,0.2222222222,0.3454545455,0.0300607392,0,0.5217391304
Basic,Single,0.6416666667,0.0392857143,0.2767857143,0.0077380952,0.0689655172,0.5172413793,0.2068965517,0.275862069,0,1,,0.056547619,0.0345238095,1,0.6333333333,0.7453471067,0.5139956936,1,0.0707070707,0.7818181818,0.4109851152,0.5,0.2608695652
Basic,Married,0.0862068966,0.2586206897,0.3448275862,0.0344827586,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.3620689655,0.275862069,1,0.0333333333,0.2474568852,0.0150722855,0.3636363636,1,0.3818181818,0.0315113664,0,0.7391304348
Graduation,Divorced,0.3106508876,0,0.5014792899,0.0931952663,0.0434782609,0.4347826087,0.347826087,0.2173913043,0,1,,0.1346153846,0.0946745562,0,0.4333333333,0.6619802154,0.4131036604,0.5454545455,0.1212121212,0.4181818182,0.4171218498,0,0.347826087
2n Cycle,Single,0.3265306122,0.0408163265,0.5510204082,0,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.2653061224,0.0816326531,1,0.0333333333,0.3301146809,0.0123039065,0.3636363636,0.9696969697,0.2363636364,0.0256152687,0,0.2173913043
Graduation,Together,0.8735632184,0,0.1264367816,0,0.1666666667,0.5,0.2222222222,0.2777777778,0,0,,0.1992337165,0,1,0.2666666667,0.5464588987,0.0775146109,0.4545454545,0.6363636364,0.5090909091,0.0980062455,0.25,0.2608695652
PhD,Married,0.6468253968,0.0119047619,0.3174603175,0.0079365079,0.3529411765,0.5294117647,0.1764705882,0.2941176471,0,0,,0.0317460317,0.0158730159,1,0.2333333333,0.4369605183,0.0747462319,0.4545454545,0.5858585859,0.8909090909,0.1003377089,0,0.7826086957
Graduation,Single,0.1739130435,0.1086956522,0.6304347826,0,0.1666666667,0.5,0.1666666667,0.3333333333,0,0,,0.0869565217,0.0869565217,1,0.0666666667,0.2055939771,0.0113811135,0.1818181818,0.9090909091,0.5272727273,0.021138602,0,0.0869565217
Master,Together,0.3162027123,0.034261242,0.5096359743,0.0485367595,0.0434782609,0.3913043478,0.2608695652,0.347826087,0,0,,0.039971449,0.0913633119,0,0.4333333333,0.6578744638,0.4281759459,0.4545454545,0.4949494949,0.8,0.4324744906,0.25,0.0869565217
Master,Married,0.768115942,0.0130434783,0.1934782609,0.0079710145,0.1153846154,0.2692307692,0.2692307692,0.4615384615,0,0,,0.1086956522,0.0173913043,1,0.5333333333,0.6026087718,0.421716395,0.2727272727,0.9292929293,0.4909090909,0.3760047303,0,0.8260869565
Graduation,Divorced,0.6172161172,0.1208791209,0.1208791209,0.0897435897,0.0434782609,0.3913043478,0.2608695652,0.347826087,0,0,,0.0457875458,0.0512820513,1,0.4333333333,0.5394117132,0.1651799446,0.4545454545,0.8383838384,0.3636363636,0.1645865753,0,0.3043478261
Graduation,Married,0.658677686,0.0537190083,0.2801652893,0.0074380165,0.0434782609,0.3043478261,0.3913043478,0.3043478261,0,0,,0.0979929162,0,0,0.4333333333,0.6440721206,0.3694247924,0.2727272727,0.7171717172,0.5272727273,0.3726305235,0.25,0.1304347826
2n Cycle,Single,0.3261261261,0.0234234234,0.5378378378,0.0495495495,0.15,0.45,0.25,0.3,0,0,,0.0720720721,0.0630630631,1,0.3333333333,0.5784995185,0.3386650261,0.4545454545,1,0.6181818182,0.3934662503,0.25,0.0869565217
Graduation,Divorced,0.3459459459,0.1081081081,0.3891891892,0.0486486486,0.3333333333,0.4,0.2,0.4,0,0,,0.227027027,0.1081081081,1,0.1666666667,0.4167031428,0.0541371886,0.1818181818,0.0606060606,0.5090909091,0.0823925054,0,0.7826086957
Graduation,Single,0.5700197239,0.1459566075,0.092209073,0.025147929,0.0322580645,0.3870967742,0.4193548387,0.1935483871,0,1,,0.0542406312,0.1666666667,0,0.7,0.8840497242,0.6210396801,0.7272727273,0.2525252525,0.1272727273,0.4649485095,0.5,1
Graduation,Married,0.6346153846,0.0528846154,0.2596153846,0.0048076923,0.0625,0.5,0.1875,0.3125,0,0,,0.3413461538,0.0480769231,1,0.2,0.5434999562,0.0612119348,0.3636363636,0.7373737374,0.6181818182,0.0871967331,0.25,0.1739130435
Graduation,Married,0.3652802893,0.0390596745,0.5349005425,0.0086799277,0.0416666667,0.3333333333,0.4166666667,0.25,0,1,,0.0904159132,0.052079566,0,0.4666666667,0.8582859144,0.8477391572,0.3636363636,0.6262626263,0.7272727273,0.8237448955,0.5,0.1304347826
Master,Single,0.759765625,0.013671875,0.166015625,0.025390625,0.0952380952,0.380952381,0.2857142857,0.3333333333,0,0,,0.0234375,0.03515625,1,0.3666666667,0.5371968835,0.3122116272,0.3636363636,0.6161616162,0.7818181818,0.3449092344,0,0.7391304348
Graduation,Together,0.7053571429,0.0140306122,0.2028061224,0.0242346939,0.037037037,0.4074074074,0.1481481481,0.4444444444,0,0,,0,0.0535714286,1,0.5666666667,0.7388952114,0.2383881882,0.6363636364,0.1919191919,0.8727272727,0.2027650999,0,0
2n Cycle,Single,0.5253863135,0.0110375276,0.3090507726,0.0706401766,0.2380952381,0.4761904762,0.1428571429,0.380952381,0,0,,0.3907284768,0.0838852097,1,0.3666666667,0.5545916134,0.136573362,0.5454545455,0.7676767677,0.5272727273,0.1489653752,0,0.4782608696
Graduation,Single,0.6776315789,0.0131578947,0.240497076,0.0160818713,0.04,0.36,0.24,0.4,0,0,,0.1038011696,0.0526315789,0,0.5,0.5203886895,0.418025223,0.4545454545,0.8686868687,0.6909090909,0.3878453039,0.25,0.8695652174
Basic,Married,0.1278772379,0.3069053708,0.2148337596,0.1713554987,0.1052631579,0.3684210526,0.2105263158,0.4210526316,0,0,,0.347826087,0.179028133,1,0.3,0.577273921,0.117502307,0.2727272727,0.9090909091,0.6363636364,0.1418132167,0,0.7391304348
2n Cycle,Married,0.6565420561,0.0257009346,0.2943925234,0.023364486,0.3333333333,0.5238095238,0.2380952381,0.2380952381,0,0,,0.3621495327,0,1,0.3666666667,0.3532171934,0.1288834205,0.6363636364,0.4141414141,0.1636363636,0.1403863972,0,0.8260869565
Graduation,Married,0.7881355932,0,0.1694915254,0.0084745763,0.2727272727,0.5,0.1818181818,0.3181818182,0,0,,0.0868644068,0.0338983051,1,0.4,0.5165893373,0.1424177176,0.6363636364,0.0101010101,0.8545454545,0.1481230756,0,0.5652173913
Master,Together,0.2974203338,0.033383915,0.535660091,0,0.0526315789,0.3157894737,0.3157894737,0.3684210526,0,0,,0.0677794638,0.1335356601,0,0.3,0.6836120109,0.6053521993,0.1818181818,0.4444444444,0.5818181818,0.7433530981,0,0.2173913043
Graduation,Divorced,0.2845138055,0.1296518607,0.4993997599,0.0720288115,0.1538461538,0.3846153846,0.1538461538,0.4615384615,0,0,,0.1236494598,0.0144057623,1,0.5333333333,0.6300621553,0.2534604737,0.5454545455,0.6161616162,0.7636363636,0.2243943901,0,0.0869565217
Master,Together,0.3076923077,0.0512820513,0.5128205128,0.0256410256,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.1538461538,0.1025641026,1,0.0333333333,0.2367066445,0.0092279299,0.3636363636,0.2828282828,0.2909090909,0.0190640491,0,0.7826086957
Graduation,Single,0.6,0.0428571429,0.3428571429,0.0142857143,0.0833333333,0.4166666667,0.1666666667,0.4166666667,0,0,,0.2285714286,0,1,0.0666666667,0.4278210628,0.0187634574,0.0909090909,0.595959596,0.6,0.0355512851,0,0.347826087
2n Cycle,Divorced,0.7546549836,0.026286966,0.1927710843,0.008762322,0.2413793103,0.4827586207,0.275862069,0.2413793103,0,0,,0.0657174151,0.017524644,1,0.6333333333,0.5019434474,0.2780682867,0.9090909091,0.5050505051,0.3818181818,0.2203898051,0,0.6956521739
Graduation,Married,0.7826086957,0,0.089306698,0.0129259694,0,0.2857142857,0.3714285714,0.3428571429,0,1,,0.0376028202,0.1151586369,0,0.8333333333,0.9182526482,0.5207628422,0.5454545455,0.3232323232,0.2181818182,0.3439483889,0.75,0.2173913043
Master,Married,0.4105691057,0.1504065041,0.2317073171,0.0067750678,0.0294117647,0.2941176471,0.2941176471,0.4117647059,0,0,,0.0196476965,0.2005420054,0,0.8,0.7901602031,0.4512457705,0.5454545455,0.0808080808,0.1454545455,0.3063542977,0,0.3043478261
Graduation,Married,0.4489489489,0.012012012,0.4534534535,0.0225225225,0.125,0.375,0.25,0.375,0,0,,0.0960960961,0.0630630631,0,0.4666666667,0.5346844086,0.2020916641,0.4545454545,0.4444444444,0.0545454545,0.1934902714,0,0.5652173913
Graduation,Married,0.7373737374,0.0202020202,0.202020202,0.0202020202,0.2307692308,0.4615384615,0.2307692308,0.3076923077,0,0,,0.1212121212,0.0202020202,1,0.1,0.42498468,0.0276837896,0.1818181818,0.9696969697,0.5818181818,0.0483933554,0,0.4782608696
2n Cycle,Single,0.141025641,0.2179487179,0.4615384615,0.1282051282,0.0833333333,0.4166666667,0.1666666667,0.4166666667,0,0,,0.2692307692,0.0512820513,0,0.0666666667,0.2236802941,0.0212242387,0.0909090909,0.2929292929,0.0909090909,0.0403555129,0,0.4782608696
Graduation,Together,0.1883948757,0.2417734238,0.4113288119,0.0125596584,0.1176470588,0.4705882353,0.2352941176,0.2941176471,0,0,,0.2103742778,0.1459432303,1,0.2333333333,0.4650179462,0.0951953245,0.3636363636,0.7474747475,0.4181818182,0.1285187436,0,0.1304347826
PhD,Married,0.7521008403,0,0.2478991597,0,0.1176470588,0.4117647059,0.2352941176,0.3529411765,0,1,,0.1806722689,0,1,0.2333333333,0.460334413,0.0704398647,0.2727272727,0.1515151515,0.6,0.0944030747,0.5,0.0869565217
Graduation,Married,0.5440613027,0.0498084291,0.275862069,0.0153256705,0.1818181818,0.4545454545,0.2272727273,0.3181818182,0,1,,0.0325670498,0.1149425287,1,0.4,0.3468090694,0.1577976007,0.5454545455,0,0.3636363636,0.1645011246,0,0.9565217391
Master,Single,0.6516245487,0.0252707581,0.2689530686,0.0397111913,0.1304347826,0.5217391304,0.1304347826,0.347826087,0,0,,0.0577617329,0.0144404332,1,0.4333333333,0.4959205112,0.1676407259,0.7272727273,0.1919191919,0.4727272727,0.1670931289,0,0.652173913
Master,Divorced,0.910184884,0,0.0867441395,0,0.0714285714,0.5357142857,0.1428571429,0.3214285714,0,0,,0.0251432288,0.0030709765,1,0.6,0.5567539175,0.2419079625,1,0.4949494949,0.6,0.1982368792,0.25,0.652173913
Graduation,Married,0.7900262467,0.0144356955,0.1679790026,0.0091863517,0.0740740741,0.4814814815,0.1481481481,0.3703703704,0,0,,0.1194225722,0.0183727034,0,0.5666666667,0.5715136129,0.2316210397,0.8181818182,0.7777777778,0.2909090909,0.1968932661,0,0.6956521739
Basic,Single,0.0833333333,0.4166666667,0.1666666667,0.1666666667,0.1,0.4,0.2,0.4,0,0,,0.1666666667,0.1666666667,0,0,0,0.000922793,0,0.3737373737,0.2545454545,0.0021619025,0,0.1739130435
2n Cycle,Married,0.037037037,0.2777777778,0.5555555556,0.0925925926,0.1666666667,0.5,0.25,0.25,0,0,,0.537037037,0.037037037,1,0.0666666667,0.1355948525,0.0138418948,0.3636363636,0.8080808081,0.4545454545,0.0259428297,0.25,0.0869565217
Master,Divorced,0.4530831099,0,0.4101876676,0.0241286863,0.0526315789,0.3157894737,0.2105263158,0.4736842105,0,0,,0.0857908847,0.1126005362,1,0.3,0.5597303686,0.1119655491,0.1818181818,0.1111111111,0.3090909091,0.1349861562,0,0.347826087
2n Cycle,Divorced,0.3511235955,0.1889044944,0.3384831461,0.0133426966,0.0384615385,0.3076923077,0.4615384615,0.2307692308,0,0,,0.0351123596,0.1081460674,0,0.5333333333,0.7048936356,0.4352506921,0.3636363636,0.8181818182,0.6545454545,0.3882000776,0,0.1304347826
Graduation,Together,0.3611111111,0.1388888889,0.3055555556,0.0277777778,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.2222222222,0.1666666667,1,0.0333333333,0.1668038169,0.0083051369,0.0909090909,0.2929292929,0.4545454545,0.0170986832,0,0
Basic,Married,0.0847457627,0.1525423729,0.3898305085,0.1355932203,0.0833333333,0.5,0.1666666667,0.3333333333,0,0,,0.2881355932,0.2372881356,0,0.0666666667,0.0513963057,0.0153798831,0.4545454545,0.3838383838,0.6545454545,0.028945472,0,0.7826086957
Graduation,Single,0.3435628743,0.0913173653,0.251497006,0.0546407186,0.03125,0.25,0.375,0.375,0,0,,0.0411676647,0.2589820359,0,0.7333333333,0.5069246258,0.4081820978,0.3636363636,0.8888888889,0.1818181818,0.2943790536,0,0.7826086957
Basic,Single,0.0694444444,0.2916666667,0.2361111111,0.4027777778,0.1666666667,0.4166666667,0.25,0.3333333333,0,0,,0.7222222222,0,1,0.0666666667,0.1312439814,0.0193786527,0.3636363636,0.9494949495,0.3090909091,0.0367523421,0.25,0.7391304348
Graduation,Married,0.4090909091,0.0454545455,0.3409090909,0.0681818182,0.0909090909,0.4545454545,0.1818181818,0.3636363636,0,0,,0.2727272727,0.1363636364,0,0.0333333333,0.2412238466,0.0107659182,0.1818181818,0.5353535354,0.6181818182,0.0223396589,0,0.1739130435
Graduation,Together,0.5053304904,0.0362473348,0.3901918977,0.0213219616,0.2857142857,0.4285714286,0.1428571429,0.4285714286,0,0,,0.1748400853,0.0469083156,1,0.3666666667,0.5594764948,0.1414949246,0.4545454545,0.7272727273,0.8727272727,0.1544559212,0.25,0.2173913043
Graduation,Single,0.6696588869,0.0403949731,0.2064631957,0.065529623,0.0454545455,0.3636363636,0.2727272727,0.3636363636,0,0,,0.0718132855,0.0179533214,0,0.4,0.6042020485,0.3398954168,0.3636363636,0.0303030303,0.2545454545,0.3584172253,0.25,0.2173913043
Graduation,Single,0.0416666667,0.225,0.2666666667,0.1166666667,0.1428571429,0.5714285714,0.1428571429,0.2857142857,0,0,,0.2333333333,0.35,1,0.1333333333,0.1438413727,0.0341433405,0.4545454545,0.5454545455,0.2,0.0552829347,0,0.6086956522
Graduation,Single,0.2857142857,0.0357142857,0.5,0.0119047619,0.1666666667,0.5,0.1666666667,0.3333333333,0,1,,0.25,0.1666666667,1,0.0666666667,0.177860457,0.0230698247,0.3636363636,0.101010101,0.2181818182,0.0439586836,0,0.8695652174
2n Cycle,Divorced,0.4398242055,0.0730223124,0.3296146045,0.0439486139,0.0294117647,0.2647058824,0.3235294118,0.4117647059,0,1,,0.0740365112,0.1135902637,0,0.8,0.7685984417,0.907105506,0.4545454545,0.8383838384,0.8,0.6204660101,1,0.652173913
2n Cycle,Single,0.5769230769,0.1360505166,0.1119402985,0.0545350172,0,0.5,0.2857142857,0.2142857143,0,1,,0,0.1205510907,0,0.6,0.9400770376,0.5330667487,0.9090909091,0.3131313131,0.5818181818,0.4418516866,0.25,0.652173913
Basic,Single,0.0517241379,0.2931034483,0.2068965517,0.3103448276,0.2307692308,0.4615384615,0.2307692308,0.3076923077,0,0,,0.2068965517,0.1379310345,1,0.1,0.1100674079,0.0150722855,0.2727272727,0.1313131313,0.0909090909,0.0256656627,0,0.0869565217
Graduation,Single,0.3924707919,0,0.552574643,0.0073561229,0.04,0.44,0.16,0.4,0,1,,0,0.0475984422,0,0.5,0.749181476,0.7080898185,0.6363636364,0.3333333333,0.2,0.6596685083,0.25,0.6956521739
Graduation,Married,0.4444444444,0.1351351351,0.1846846847,0.0735735736,0.0833333333,0.375,0.1666666667,0.4583333333,0,0,,0.0750750751,0.1621621622,1,0.4666666667,0.5622340891,0.2020916641,0.4545454545,0.3535353535,0.4181818182,0.1934902714,0,0.2608695652
2n Cycle,Together,0.2105263158,0.0567867036,0.5318559557,0.0817174515,0.0416666667,0.375,0.25,0.375,0,0,,0.0581717452,0.1191135734,0,0.4666666667,0.6756893986,0.2193171332,0.4545454545,0.3636363636,0.3090909091,0.2103050685,0,0.1739130435
